InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536713,84991,60 TEATIME FAIRY CAKE CASES,3,04/26/2023 14:27,0.96,12004,United Kingdom
538607,21212,PACK OF 72 RETROSPOT CAKE CASES,8,12/23/2023 14:28,0.56,,Germany
537632,POST,POSTAGE,1,09/30/2023 09:52,18.0,12021,Netherlands
537491,21929,jumbo bag pink polkadot,19,04/11/2023 17:49,2.32,12067,United Kingdom
538335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,02/01/2023 11:44,2.45,12288,United Kingdom
537894,22622,BOX OF VINTAGE ALPHABET BLOCKS,11,12/08/2023 19:08,9.84,12024,United Kingdom
539178,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,12/01/2023 15:22,4.79,12310,Australia
539085,47566,PARTY BUNTING,5,12/06/2023 13:17,4.86,12060,United Kingdom
536483,20728,LUNCH BAG CARS BLUE,7,11/11/2023 11:12,1.56,12310,Australia
536854,20728,LUNCH BAG CARS BLUE,5,05/31/2023 17:01,1.86,12208,United Kingdom
537352,84406B,cream cupid hearts coat hanger,24,05/13/2023 08:22,3.05,12171,Belgium
538166,22423,REGENCY CAKESTAND 3 TIER,23,04/03/2023 11:40,12.07,12128,France
537621,22197,SMALL POPCORN HOLDER,9,09/08/2023 15:16,0.95,12314,United Kingdom
538677,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,12/18/2023 19:43,4.03,12110,United Kingdom
538424,21471,TRAVEL CARD WALLET SKULL,16,10/24/2023 10:24,0.39,12016,United Kingdom
536372,84406B,  Cream Cupid Hearts Coat Hanger  ,15,09/14/2023 12:53,3.1,12067,United Kingdom
537126,22748,  Poppy'S Playhouse Kitchen  ,7,08/24/2023 17:25,2.18,12128,France
537378,22111,SCOTTIE DOG HOT WATER BOTTLE,3,05/31/2023 11:29,4.91,12250,United Kingdom
538954,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,07/19/2023 11:05,4.25,12028,United Kingdom
537738,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,11/26/2023 14:20,3.93,12142,United Kingdom
537655,20727,LUNCH BAG BLACK SKULL,20,02/11/2023 15:20,1.74,12243,  united kingdom
537396,21931,JUMBO STORAGE BAG SUKI,3,10/11/2023 19:30,2.02,12280,Netherlands
537959,20727,LUNCH BAG BLACK SKULL,23,04/06/2023 08:14,1.85,12136,Netherlands
538235,21730,glass star frosted t-light holder,22,09/26/2023 15:35,4.51,12061,Portugal
538331,84991,60 teatime fairy cake cases,18,01/15/2023 09:11,0.77,12302,United Kingdom
539005,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,14,04/25/2023 13:39,3.77,12024,United Kingdom
537677,23203,JUMBO BAG DOILY PATTERNS,22,02/09/2023 09:33,2.05,12092,United Kingdom
538499,22423,REGENCY CAKESTAND 3 TIER,13,02/21/2023 12:43,13.8,12333,United Kingdom
538478,21777,RECIPE BOX WITH METAL HEART,14,05/08/2023 16:18,5.52,12254,United Kingdom
537396,22748,POPPY'S PLAYHOUSE KITCHEN,10,10/11/2023 19:30,2.28,12280,Netherlands
536651,71053,WHITE METAL LANTERN,9,04/14/2023 10:17,3.47,12223,Ireland
C537454,22111,SCOTTIE DOG HOT WATER BOTTLE,-9,10/08/2023 17:53,5.54,12174,Ireland
537414,22633,HAND WARMER UNION JACK,9,11/16/2023 16:37,1.82,12044,United Kingdom
536836,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,01/28/2023 19:13,2.8,12062,Spain
537934,21929,JUMBO BAG PINK POLKADOT,14,09/14/2023 15:00,2.36,12106,United Kingdom
538131,23245,  Set Of 3 Regency Cake Tins  ,7,08/28/2023 09:44,5.18,12260,Italy
537546,21471,TRAVEL CARD WALLET SKULL,11,11/24/2023 17:07,0.44,12025,France
538447,22749,feltcraft princess charlotte doll,15,12/11/2023 10:14,3.89,12212,United Kingdom
536786,20727,  Lunch Bag Black Skull  ,12,09/04/2023 19:26,1.63,12093,United Kingdom
C536594,84879,ASSORTED COLOUR BIRD ORNAMENT,-10,10/25/2023 18:51,1.69,12031,Spain
536834,21471,  Travel Card Wallet Skull  ,17,11/16/2023 16:42,0.45,12075,United Kingdom
538239,84406B,CREAM CUPID HEARTS COAT HANGER,3,12/24/2023 19:01,3.01,12317,Netherlands
538327,21755,love building block word,13,07/27/2023 15:50,6.34,12070,United Kingdom
537937,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,01/22/2023 16:35,3.52,12136,Netherlands
538989, 22752 ,SET 7 BABUSHKA NESTING BOXES,12,11/26/2023 13:54,7.33,12027,United Kingdom
538019,84029E,RED WOOLLY HOTTIE WHITE HEART,4,12/22/2023 15:47,4.22,12318,United Kingdom
536776,22632,HAND WARMER RED POLKA DOT,18,07/08/2023 13:05,1.97,,United Kingdom
537924,21471,TRAVEL CARD WALLET SKULL,19,12/28/2023 10:12,0.48,12278,Germany
539217,POST,POSTAGE,1,04/16/2023 11:24,18.0,12168,United Kingdom
537635,21929,JUMBO BAG PINK POLKADOT,10,06/10/2023 13:29,2.23,12208,United Kingdom
537934,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,17,09/14/2023 15:00,3.6,12106,United Kingdom
538211,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,12/08/2023 12:29,4.04,12152,Germany
537172,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,07/15/2023 10:54,4.52,12189,Germany
538911,21471,TRAVEL CARD WALLET SKULL,14,11/23/2023 19:00,0.41,12253,France
537924,23298,SPACEBOY LUNCH BOX,20,12/28/2023 10:12,1.76,12278,Germany
539210,21212,PACK OF 72 RETROSPOT CAKE CASES,13,03/16/2023 16:46,0.63,12293,U.K.
537556,21471,TRAVEL CARD WALLET SKULL,18,06/16/2023 10:11,0.39,12099,United Kingdom
538327,22745,POPPY'S PLAYHOUSE BEDROOM,18,07/27/2023 15:50,1.93,12070,United Kingdom
537521,21754,  Home Building Block Word  ,20,03/23/2023 16:05,5.44,12034,Italy
537323,21777,  Recipe Box With Metal Heart  ,14,06/06/2023 18:11,6.15,12195,Italy
538240,22625,RED KITCHEN SCALES,22,08/07/2023 19:12,8.53,12245,France
537494,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/24/2023 17:02,3.63,12014,United Kingdom
539067,21931,JUMBO STORAGE BAG SUKI,17,08/23/2023 14:48,2.34,12028,United Kingdom
539206,22745,POPPY'S PLAYHOUSE BEDROOM,4,08/28/2023 13:54,2.07,12032,United Kingdom
537292,21754,HOME BUILDING BLOCK WORD,18,03/06/2023 16:47,5.52,12168,United Kingdom
536902,21777,RECIPE BOX WITH METAL HEART,5,12/03/2023 13:24,6.21,12117,United Kingdom
538071,47566,party bunting,20,12/17/2023 16:18,5.55,12303,France
538515,84991,60 TEATIME FAIRY CAKE CASES,14,11/01/2023 08:21,0.89,12013,United Kingdom
536858,22960,JAM MAKING SET WITH JARS,8,08/22/2023 13:47,4.3,12168,United Kingdom
536580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,11/26/2023 17:26,2.83,,United Kingdom
538281,22752,set 7 babushka nesting boxes,16,11/05/2023 18:52,7.38,12027,United Kingdom
538048,22752,SET 7 BABUSHKA NESTING BOXES,18,12/28/2023 11:06,8.14,12026,United Kingdom
538013,22745,POPPY'S PLAYHOUSE BEDROOM,7,10/24/2023 13:04,2.24,12036,United Kingdom
538718,84991,60 TEATIME FAIRY CAKE CASES,9,10/15/2023 09:26,0.77,12162,United Kingdom
538155,22197,SMALL POPCORN HOLDER,12,01/17/2023 16:38,0.83,12118,France
537265,21777,recipe box with metal heart,14,11/23/2023 16:30,6.56,12291,United Kingdom
537841,71053,  White Metal Lantern  ,13,07/14/2023 11:03,3.39,12096,Australia
538187,21212,PACK OF 72 RETROSPOT CAKE CASES,4,12/07/2023 14:34,0.52,12339,United Kingdom
536844,21755,love building block word,11,09/14/2023 13:22,5.98,12254,United Kingdom
538198,AMAZONFEE,AMAZON FEE,1,02/04/2023 10:29,12.5,12266,Netherlands
537914,47566,PARTY BUNTING,23,04/15/2023 11:04,5.13,12156,United Kingdom
537677,22625,RED KITCHEN SCALES,14,02/09/2023 09:33,8.74,12092,United Kingdom
538876,22960,JAM MAKING SET WITH JARS,23,05/20/2023 19:10,4.44,12123,Australia
537452,20727,LUNCH BAG BLACK SKULL,23,07/07/2023 09:42,1.7,12241,United Kingdom
538577,23355,HOT WATER BOTTLE KEEP CALM,7,01/12/2023 19:42,4.32,12244,Germany
538563,71053,WHITE METAL LANTERN,12,12/10/2023 12:43,3.72,12066,Ireland
537411,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,12/24/2023 09:52,3.75,12040,Belgium
537781,84991,60 TEATIME FAIRY CAKE CASES,17,12/17/2023 18:42,0.83,12334,United Kingdom
538792,23298,SPACEBOY LUNCH BOX,13,12/27/2023 19:31,2.01,12262,United Kingdom
537114,22111,SCOTTIE DOG HOT WATER BOTTLE,5,12/03/2023 12:40,4.52,12024,United Kingdom
537236,47566,PARTY BUNTING,24,05/22/2023 15:02,4.92,12242,United Kingdom
536973,DOT,DOTCOM POSTAGE,1,06/14/2023 16:36,15.0,12302,United Kingdom
537934,21777,RECIPE BOX WITH METAL HEART,20,09/14/2023 15:00,5.37,12106,United Kingdom
538396,20727,LUNCH BAG BLACK SKULL,12,11/20/2023 12:58,1.71,12279,Spain
538351,21471,TRAVEL CARD WALLET SKULL,17,09/28/2023 18:11,0.45,12211,Portugal
538469,21212,PACK OF 72 RETROSPOT CAKE CASES,6,09/02/2023 19:49,0.55,12313,Belgium
538303, 85123A ,WHITE HANGING HEART T-LIGHT HOLDER,21,12/09/2023 18:30,2.92,12281,United Kingdom
537150,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,11/14/2023 16:02,4.86,12141,Australia
537470,71053,WHITE METAL LANTERN,16,05/11/2023 16:15,3.65,12190,Netherlands
536372,22111,scottie dog hot water bottle,21,09/14/2023 12:53,5.62,12067,United Kingdom
537776,22111,SCOTTIE DOG HOT WATER BOTTLE,2,11/08/2023 09:28,4.86,12228,United Kingdom
536942,22622,BOX OF VINTAGE ALPHABET BLOCKS,22,12/09/2023 19:06,10.42,12065,United Kingdom
538428,21929,JUMBO BAG PINK POLKADOT,13,04/15/2023 14:40,2.0,12069,United Kingdom
538667,22960,JAM MAKING SET WITH JARS,24,07/04/2023 13:39,4.11,12193,United Kingdom
C536684,84406B,CREAM CUPID HEARTS COAT HANGER,-19,04/12/2023 12:05,2.98,12176,United Kingdom
C538353,22745,POPPY'S PLAYHOUSE BEDROOM,-17,06/15/2023 16:59,2.41,12083,United Kingdom
539205,21931,JUMBO STORAGE BAG SUKI,13,05/10/2023 09:16,2.06,12103,United Kingdom
538494,21931,JUMBO STORAGE BAG SUKI,17,12/22/2023 09:06,1.93,12274,United Kingdom
539021,BANK CHARGES,BANK CHARGES,1,08/03/2023 08:05,15.0,12310,Australia
538677,22633,HAND WARMER UNION JACK,11,12/18/2023 19:43,1.83,12110,United Kingdom
539029,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,11/10/2023 17:21,2.68,,United Kingdom
539129,21754,HOME BUILDING BLOCK WORD,16,11/17/2023 12:31,6.66,12202,Netherlands
538226,84879,ASSORTED COLOUR BIRD ORNAMENT,12,12/08/2023 13:21,1.89,12211,Portugal
538256,22633,HAND WARMER UNION JACK,19,08/11/2023 17:21,1.98,12229,United Kingdom
537048,84991,60 TEATIME FAIRY CAKE CASES,3,11/16/2023 15:59,0.0,12212,  united kingdom
538644,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,11/21/2023 16:53,3.49,12120,France
538214,22752,SET 7 BABUSHKA NESTING BOXES,2,09/16/2023 17:24,7.64,12216,Belgium
538539,23203,JUMBO BAG DOILY PATTERNS,12,01/23/2023 14:00,1.96,12017,Netherlands
537544,23203,JUMBO BAG DOILY PATTERNS,23,04/21/2023 18:03,1.97,12142,United Kingdom
536671,23245,SET OF 3 REGENCY CAKE TINS,14,10/10/2023 09:58,4.57,12267,France
536453,22745,POPPY'S PLAYHOUSE BEDROOM,2,12/22/2023 18:59,2.34,12294,United Kingdom
537244,22197,SMALL POPCORN HOLDER,2,09/14/2023 14:08,0.87,12287,United Kingdom
537503,21777,RECIPE BOX WITH METAL HEART,13,12/22/2023 10:24,5.66,12171,Belgium
536967,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,11/27/2023 10:01,4.5,12082,Portugal
537048, 21931 ,JUMBO STORAGE BAG SUKI,19,11/16/2023 15:59,1.91,12212,  united kingdom
537244,22625,RED KITCHEN SCALES,19,09/14/2023 14:08,8.6,12287,United Kingdom
536848,84406B,CREAM CUPID HEARTS COAT HANGER,18,03/14/2023 08:15,3.0,12062,Spain
537346,22745,poppy's playhouse bedroom,12,02/20/2023 13:23,1.92,12190,Netherlands
537904,20727,  Lunch Bag Black Skull  ,10,12/27/2023 15:08,1.73,12251,United Kingdom
538755,23355,HOT WATER BOTTLE KEEP CALM,5,06/06/2023 17:49,4.32,12323,Spain
538126,22752,SET 7 BABUSHKA NESTING BOXES,19,03/24/2023 13:34,7.41,12259,United Kingdom
538508,22632,HAND WARMER RED POLKA DOT,12,05/01/2023 11:22,2.04,12060,United Kingdom
536894,20727,LUNCH BAG BLACK SKULL,14,06/08/2023 08:24,1.58,12097,Italy
539108,AMAZONFEE,AMAZON FEE,1,12/04/2023 08:52,12.5,12161,France
537727,22625,RED KITCHEN SCALES,21,06/10/2023 13:31,8.54,12056,Netherlands
538437,23298,SPACEBOY LUNCH BOX,8,09/17/2023 15:24,1.96,12118,France
536605,21212,PACK OF 72 RETROSPOT CAKE CASES,18,11/05/2023 17:59,0.53,12248,United Kingdom
538871,23203,JUMBO BAG DOILY PATTERNS,13,02/25/2023 17:41,2.06,12291,United Kingdom
538374,20725,LUNCH BAG RED RETROSPOT,19,12/12/2023 12:17,1.63,12199,France
538005,47566,  Party Bunting  ,15,11/13/2023 16:32,5.55,12331,Germany
538235,84879,ASSORTED COLOUR BIRD ORNAMENT,14,09/26/2023 15:35,1.53,12061,Portugal
536537,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,09/19/2023 12:25,4.02,12294,United Kingdom
537220,21471,TRAVEL CARD WALLET SKULL,16,03/12/2023 19:21,0.42,12130,Spain
537662,23245,set of 3 regency cake tins,20,12/24/2023 08:10,5.08,12227,United Kingdom
538203,22625,red kitchen scales,24,06/24/2023 18:33,8.33,12192,Germany
C538962,21471,TRAVEL CARD WALLET SKULL,-8,12/17/2023 11:03,0.4,12290,United Kingdom
538652,22633,HAND WARMER UNION JACK,21,05/07/2023 11:42,1.97,12323,Spain
538390,22197,SMALL POPCORN HOLDER,13,08/04/2023 09:55,0.83,12318,U.K.
537391,22960,JAM MAKING SET WITH JARS,9,12/03/2023 10:19,4.43,12003,  united kingdom
537982,84406B,cream cupid hearts coat hanger,16,11/13/2023 12:41,3.06,12126,Belgium
537231,22423,  Regency Cakestand 3 Tier  ,18,04/27/2023 19:39,13.64,12086,United Kingdom
537784,22960,JAM MAKING SET WITH JARS,7,08/19/2023 16:48,3.89,12293,United Kingdom
536432,22960,JAM MAKING SET WITH JARS,21,06/14/2023 11:19,4.54,12294,United Kingdom
538756,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,08/27/2023 18:25,2.53,12314,UK
537514,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,05/21/2023 09:29,4.21,12089,United Kingdom
536786, 21777 ,RECIPE BOX WITH METAL HEART,8,09/04/2023 19:26,6.4,12093,United Kingdom
537088,20728,LUNCH BAG CARS BLUE,5,08/16/2023 12:20,1.51,12110,United Kingdom
537613,71053,WHITE METAL LANTERN,9,08/11/2023 17:33,3.81,12106,United Kingdom
537050,22423,REGENCY CAKESTAND 3 TIER,22,07/21/2023 13:42,12.52,12310,Australia
537058,21754,HOME BUILDING BLOCK WORD,21,01/21/2023 11:52,5.72,12296,United Kingdom
538912,21931,JUMBO STORAGE BAG SUKI,22,12/20/2023 08:09,2.17,12344,United Kingdom
536727,23298,spaceboy lunch box,23,11/09/2023 19:27,1.98,12203,United Kingdom
538366,M,MANUAL,1,08/22/2023 16:27,5.0,12303,France
537765,22748,POPPY'S PLAYHOUSE KITCHEN,20,11/11/2023 16:19,2.06,12202,Netherlands
537015,23245,SET OF 3 REGENCY CAKE TINS,20,04/07/2023 19:00,5.19,12079,Netherlands
536397,22632,HAND WARMER RED POLKA DOT,16,07/10/2023 16:59,1.99,,France
538657,22752,set 7 babushka nesting boxes,17,12/03/2023 16:28,8.75,12072,Australia
538557,71053,WHITE METAL LANTERN,3,03/29/2023 12:53,3.3,,United Kingdom
536523,22197,SMALL POPCORN HOLDER,24,03/16/2023 19:46,0.82,12228,United Kingdom
538071,20728,LUNCH BAG CARS BLUE,9,12/17/2023 16:18,1.66,12303,France
537110,POST,POSTAGE,1,07/17/2023 10:43,18.0,12045,Germany
536978,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,12/15/2023 17:45,2.34,12342,Spain
536898,84991,60 TEATIME FAIRY CAKE CASES,11,11/12/2023 15:37,0.87,12095,Germany
538111,21755,LOVE BUILDING BLOCK WORD,2,05/05/2023 19:28,5.63,12013,United Kingdom
539073,22111,SCOTTIE DOG HOT WATER BOTTLE,17,07/18/2023 17:04,5.38,12100,United Kingdom
537329,20728,LUNCH BAG CARS BLUE,17,12/26/2023 18:27,1.82,12193,United Kingdom
536485,84991,60 teatime fairy cake cases,9,11/17/2023 17:57,0.85,12293,United Kingdom
538203, 84406B ,  Cream Cupid Hearts Coat Hanger  ,23,06/24/2023 18:33,2.76,12192,Germany
538309,22752,SET 7 BABUSHKA NESTING BOXES,20,12/19/2023 19:11,8.62,12106,United Kingdom
537237,84991,60 TEATIME FAIRY CAKE CASES,6,11/19/2023 11:48,0.86,12069,  united kingdom
536851,BANK CHARGES,BANK CHARGES,1,08/28/2023 19:59,15.0,12290,United Kingdom
536940,84991,60 TEATIME FAIRY CAKE CASES,1,02/26/2023 10:01,0.84,12342,Spain
538607,71053,WHITE METAL LANTERN,10,12/23/2023 14:28,3.88,,Germany
539029,84991,60 TEATIME FAIRY CAKE CASES,23,11/10/2023 17:21,0.93,,United Kingdom
536554,22423,REGENCY CAKESTAND 3 TIER,11,10/13/2023 14:47,13.57,12320,Germany
537361,22633,HAND WARMER UNION JACK,7,11/12/2023 12:56,1.95,12087,Ireland
537062,21471,TRAVEL CARD WALLET SKULL,23,02/12/2023 13:50,0.43,12238,United Kingdom
538273,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,07/20/2023 13:09,3.59,12314,United Kingdom
536460,22632,HAND WARMER RED POLKA DOT,24,11/04/2023 13:23,1.76,12067,United Kingdom
537909,23298,SPACEBOY LUNCH BOX,8,08/11/2023 11:43,1.88,12209,United Kingdom
538145,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,07/22/2023 09:46,2.35,12245,France
538850,22423,REGENCY CAKESTAND 3 TIER,18,09/04/2023 18:06,13.94,,United Kingdom
536789,22752,SET 7 BABUSHKA NESTING BOXES,4,08/21/2023 16:45,7.01,12202,Netherlands
537629,22423,REGENCY CAKESTAND 3 TIER,15,08/03/2023 13:34,12.58,12263,United Kingdom
538259,22633,HAND WARMER UNION JACK,4,01/06/2023 10:15,1.83,12049,U.K.
539040,22632,HAND WARMER RED POLKA DOT,23,05/05/2023 16:16,1.77,12151,France
536505,22745,poppy's playhouse bedroom,17,04/24/2023 08:21,1.96,12231,Italy
539097,21212,PACK OF 72 RETROSPOT CAKE CASES,10,07/27/2023 12:19,0.51,12238,United Kingdom
537998,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,06/21/2023 13:18,2.51,12082,Portugal
536898,20725,LUNCH BAG RED RETROSPOT,10,11/12/2023 15:37,1.85,12095,Germany
537900,22632,HAND WARMER RED POLKA DOT,12,11/23/2023 15:16,1.76,12170,United Kingdom
537868,22423,REGENCY CAKESTAND 3 TIER,2,08/17/2023 17:17,12.07,12184,UK
538674,22111,SCOTTIE DOG HOT WATER BOTTLE,2,06/01/2023 19:14,5.22,12000,United Kingdom
537595,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,12/08/2023 17:38,4.16,12096,Australia
538582,84406B,CREAM CUPID HEARTS COAT HANGER,17,12/01/2023 17:43,3.03,12077,United Kingdom
539067,22745,POPPY'S PLAYHOUSE BEDROOM,21,08/23/2023 14:48,2.1,12028,United Kingdom
537989,84029E,RED WOOLLY HOTTIE WHITE HEART,7,10/02/2023 11:23,3.41,12347,United Kingdom
537072,21777,RECIPE BOX WITH METAL HEART,6,12/11/2023 14:24,5.99,12073,United Kingdom
538477,22960,JAM MAKING SET WITH JARS,18,11/03/2023 16:19,4.12,,United Kingdom
536857,22752,set 7 babushka nesting boxes,18,04/21/2023 14:53,8.29,12260,Italy
C539195,23203,JUMBO BAG DOILY PATTERNS,-22,03/29/2023 16:41,2.25,12191,U.K.
536967,M,MANUAL,1,11/27/2023 10:01,5.0,12082,Portugal
538089,DOT,DOTCOM POSTAGE,1,09/24/2023 19:33,15.0,12262,United Kingdom
538519,21471,TRAVEL CARD WALLET SKULL,1,03/03/2023 15:40,0.46,12041,United Kingdom
536845,21730,glass star frosted t-light holder,18,11/10/2023 09:56,4.47,12177,United Kingdom
537502,47566,PARTY BUNTING,10,12/23/2023 09:49,4.66,12323,Spain
536526,22633,HAND WARMER UNION JACK,7,12/07/2023 10:11,1.94,12003,UK
536858,47566,PARTY BUNTING,5,08/22/2023 13:47,5.6,12168,United Kingdom
536769,21212,PACK OF 72 RETROSPOT CAKE CASES,23,03/08/2023 13:23,0.56,12155,United Kingdom
C538171,84029G,  Knitted Union Flag Hot Water Bottle  ,-8,03/19/2023 16:49,4.18,,United Kingdom
537502,23298,spaceboy lunch box,16,12/23/2023 09:49,1.94,12323,Spain
536910,21777,RECIPE BOX WITH METAL HEART,1,12/11/2023 13:40,5.84,12205,United Kingdom
538805,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/10/2023 12:04,2.37,12088,Australia
537767,DOT,DOTCOM POSTAGE,1,02/23/2023 09:10,15.0,12181,United Kingdom
538855,22625,RED KITCHEN SCALES,10,12/02/2023 13:37,9.44,12030,France
537418,21931,JUMBO STORAGE BAG SUKI,4,04/02/2023 12:19,2.23,12177,United Kingdom
536967,21754,HOME BUILDING BLOCK WORD,1,11/27/2023 10:01,6.66,12082,Portugal
536415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,12/02/2023 08:18,2.53,12234,Ireland
538196,22423,REGENCY CAKESTAND 3 TIER,12,11/08/2023 14:49,11.59,,United Kingdom
537371,21755,LOVE BUILDING BLOCK WORD,14,05/06/2023 12:05,6.79,12006,United Kingdom
536533,DOT,DOTCOM POSTAGE,1,11/20/2023 08:46,15.0,12045,Germany
536789,22622,BOX OF VINTAGE ALPHABET BLOCKS,16,08/21/2023 16:45,9.73,12202,Netherlands
537989,22748,POPPY'S PLAYHOUSE KITCHEN,14,10/02/2023 11:23,2.4,12347,United Kingdom
538089,20727,LUNCH BAG BLACK SKULL,20,09/24/2023 19:33,1.78,12262,United Kingdom
537613,22622,BOX OF VINTAGE ALPHABET BLOCKS,22,08/11/2023 17:33,11.09,12106,United Kingdom
536405,23298,SPACEBOY LUNCH BOX,23,09/23/2023 12:51,1.97,12173,United Kingdom
538735,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,19,04/28/2023 15:05,3.94,12147,United Kingdom
536884,84991,60 TEATIME FAIRY CAKE CASES,10,06/17/2023 12:32,0.94,12070,United Kingdom
539197,20725,LUNCH BAG RED RETROSPOT,13,11/14/2023 12:54,1.64,12153,Australia
537658,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,09/16/2023 10:03,3.52,12004,UK
C536875,21755,LOVE BUILDING BLOCK WORD,-1,01/07/2023 08:54,5.38,12211,Portugal
538267,21754,HOME BUILDING BLOCK WORD,3,12/07/2023 12:37,5.45,12187,United Kingdom
538091,22752,  Set 7 Babushka Nesting Boxes  ,24,12/03/2023 19:46,8.33,,Spain
537727, 22633 ,HAND WARMER UNION JACK,22,06/10/2023 13:31,1.76,12056,Netherlands
537892,84029G,knitted union flag hot water bottle,15,06/30/2023 10:08,0.0,12106,UK
537774,21212,PACK OF 72 RETROSPOT CAKE CASES,11,01/25/2023 13:32,0.6,12083,United Kingdom
538224,22625,red kitchen scales,17,12/01/2023 08:42,8.87,12149,Australia
539116,21755,LOVE BUILDING BLOCK WORD,10,12/25/2023 13:23,6.55,,United Kingdom
538301,21755,LOVE BUILDING BLOCK WORD,3,08/18/2023 13:36,5.89,12271,France
537553,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,05/06/2023 08:55,3.71,12280,Netherlands
537691,21929,JUMBO BAG PINK POLKADOT,12,07/14/2023 16:54,1.94,,United Kingdom
537035,22633,HAND WARMER UNION JACK,1,11/09/2023 09:33,1.9,12024,UK
536836,84879,ASSORTED COLOUR BIRD ORNAMENT,6,01/28/2023 19:13,1.87,12062,Spain
537869,23203,jumbo bag doily patterns,10,03/23/2023 16:14,1.95,12111,  united kingdom
538206,21471,TRAVEL CARD WALLET SKULL,2,07/31/2023 09:57,0.43,12197,France
538895,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,02/08/2023 19:40,3.79,12043,Netherlands
537035,23298,spaceboy lunch box,8,11/09/2023 09:33,1.76,12024,UK
537002,22111,SCOTTIE DOG HOT WATER BOTTLE,24,01/06/2023 12:16,4.92,12192,Germany
537822,20728,LUNCH BAG CARS BLUE,13,04/25/2023 17:50,1.84,12210,United Kingdom
538867,20727,LUNCH BAG BLACK SKULL,20,04/02/2023 09:55,1.53,12071,United Kingdom
538589,21929,jumbo bag pink polkadot,6,03/08/2023 19:23,2.23,12318,United Kingdom
538641, 21471 ,TRAVEL CARD WALLET SKULL,21,02/04/2023 09:07,0.44,12309,United Kingdom
537361,84406B,CREAM CUPID HEARTS COAT HANGER,8,11/12/2023 12:56,0.0,12087,Ireland
537742,20728,LUNCH BAG CARS BLUE,23,12/03/2023 18:38,1.58,12315,United Kingdom
539050,22632,HAND WARMER RED POLKA DOT,17,12/26/2023 16:23,1.89,12203,United Kingdom
538901,47566,party bunting,24,09/30/2023 11:19,5.36,12279,Spain
537129,20728,LUNCH BAG CARS BLUE,2,03/18/2023 19:55,1.81,,United Kingdom
536951,20725,LUNCH BAG RED RETROSPOT,3,12/26/2023 14:26,1.49,12123,Australia
537912,22632,HAND WARMER RED POLKA DOT,3,04/08/2023 09:23,1.78,12110,United Kingdom
537789,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,07/09/2023 13:51,3.59,,Netherlands
536666,20725,LUNCH BAG RED RETROSPOT,5,07/15/2023 12:25,1.69,,Netherlands
538126,21931,JUMBO STORAGE BAG SUKI,10,03/24/2023 13:34,2.1,12259,United Kingdom
537929,20725,LUNCH BAG RED RETROSPOT,13,07/26/2023 17:12,1.84,12117,United Kingdom
536612,23355,HOT WATER BOTTLE KEEP CALM,1,12/05/2023 14:10,3.73,12303,France
538873,21931,JUMBO STORAGE BAG SUKI,18,12/05/2023 10:29,1.9,12033,United Kingdom
537212,22633,HAND WARMER UNION JACK,2,05/23/2023 12:31,1.96,12069,United Kingdom
536602,23298,SPACEBOY LUNCH BOX,19,08/06/2023 16:52,1.99,12309,United Kingdom
